Title,Summary,Link,Author,Published Date,Published Time
Late Nur Farah Kartini a bright student with 4.0 GPA,"KUALA LUMPUR: Former Universiti Pendidikan Sultan Idris (UPSI) student Nur Farah Kartini Abdullah, who was found murdered after being reported missing since July 10, was an exceptional student, with a grade point average (GPA) of 4.0, Malay language daily Sinar Harian reports.",https://www.thestar.com.my/news/nation/2024/07/16/late-nur-farah-kartini-a-bright-student-with-40-gpa,N/A,16 July 2024,12:16 PM
Fun kid-friendly attractions in Malaysia to bring the young ones,Check out these attractions that parents with young children can take their kids to during the school holidays.,https://www.thestar.com.my/lifestyle/travel/2024/01/22/fun-kid-friendly-attractions-in-malaysia-to-bring-the-young-ones,Florey D. Mikil,22 Jan 2024,07:00 PM
Empower the IPCC to fix public loss of trust in Malaysia's police force,A letter endorsed by 57 CIVIL SOCIETY ORGANISATIONS,https://www.thestar.com.my/opinion/letters/2024/01/23/empower-the-ipcc-to-fix-public-loss-of-trust-in-malaysia039s-police-force,N/A,23 Jan 2024,07:00 AM
"Malaysia's wish for Palestine to be full UN member conveyed in New York, says PM",KUALA LUMPUR: Malaysia’s wish for Palestine to be accepted as a full member of the United Nations (UN) as well as the call for a ceasefire was conveyed by Foreign Minister Datuk Seri Mohamad Hasan to UN Secretary-General Antonio Gutteres on Tuesday (Jan 23).,https://www.thestar.com.my/news/nation/2024/01/24/malaysia039s-wish-for-palestine-to-be-full-un-member-conveyed-in-new-york-says-pm,N/A,24 Jan 2024,09:39 AM
Selangor pushes for law to protect the elderly,A SELANGOR executive councillor is calling for swift action on the Senior Citizens Bill to address the growing issue of elderly abandonment.,https://www.thestar.com.my/metro/metro-news/2024/07/15/selangor-pushes-for-law-to-protect-the-elderly,Sheila Sri Priya Sheilasripriya Thestar.Com.My,15 July 2024,07:00 AM
Teen gets community service for groping girl,KUALA LUMPUR: A fast food outlet worker has been ordered to perform 120 hours of community service over six months by the Sessions Court here for groping a 12-year-old girl in an apartment lift.,https://www.thestar.com.my/news/nation/2024/07/16/teen-gets-community-service-for-groping-girl,N/A,16 July 2024,07:00 AM
"Woman missing after delivering rental car found dead, murder probe on","KUALA LUMPUR: The employee of a rental car company in Tanjung Malim who was reported missing after delivering a rental car to a customer on July 10 was found dead in Felda Gedangsa, Hulu Selangor, on Monday (July 15).",https://www.thestar.com.my/news/nation/2024/07/16/woman-missing-after-delivering-rental-car-found-dead-murder-probe-on,N/A,16 July 2024,08:10 AM
WWF Malaysia supports harsher sentencing for wildlife crimes,KOTA KINABALU: A conservation group has given its full support for harsher sentencing against wildlife crimes in Sabah as reflected in a recent case which saw an online trader sentenced to jail for possession of 20 turtle eggs.,https://www.thestar.com.my/news/nation/2020/07/07/wwf-malaysia-supports-harsher-sentencing-for-wildlife-crimes,Muguntan Vanar,7 July 2020,02:49 PM
Broken mast foils Chinese national's attempt to leave Malaysia illegally in unlicensed sailboat,KLANG: A Chinese national has been detained after attempting to sail towards Indonesia.,https://www.thestar.com.my/news/nation/2023/12/09/broken-mast-foils-chinese-national039s-attempt-to-leave-malaysia-illegally-in-unlicensed-sailboat,Austin Camoens,9 Dec 2023,07:09 PM
Malaysia lauds adoption of UN resolution for expanded humanitarian access in Gaza,"PUTRAJAYA: Malaysia welcomes the adoption of the United Nations Security Council (UNSC) resolution titled “Scaling Up and Moni­toring Aid to Gaza”, which calls for immediate, safe and expan­ded humanitarian access to Gaza and create the conditions for a sustainable cessation of hostilities.",https://www.thestar.com.my/news/nation/2023/12/24/malaysia-lauds-adoption-of-un-resolution-for-immediate-ceasefire-in-gaza,N/A,24 Dec 2023,07:00 AM
Malaysia welcomes South Africa's ICJ application over Israel's alleged genocide in Gaza,"PUTRAJAYA: Malaysia welcomes South Africa’s application to institute proceedings against Israel before the International Court of Justice (ICJ), concerning the violations to Palestinians in the Gaza Strip, said the Malaysian Foreign Ministry (Wisma Putra) in a statement on Tuesday (Jan 2).",https://www.thestar.com.my/news/nation/2024/01/02/malaysia-welcomes-south-africa039s-icj-application-over-israel039s-alleged-genocide-in-gaza,N/A,2 Jan 2024,11:06 PM
Malaysia welcomes EU’s proposal for international conference on Israel-Palestine conflict,KUALA LUMPUR: Malaysia has welcomed the European Union’s (EU) proposal to host an international peace conference aimed at drafting a roadmap for a two-state solution to resolve the longstanding Israel-Palestine conflict.,https://www.thestar.com.my/news/nation/2024/02/03/malaysia-welcomes-eus-proposal-for-international-conference-on-israel-palestine-conflict,N/A,3 Feb 2024,11:25 AM
WWF Malaysia calls for formation of specialised police wildlife crime unit,"KOTA KINABALU: The police should set up a wildlife crime unit to tackle related crimes related to the illegal trade more efficiently, says the World Wide Fund for Nature (WWF) Malaysia.",https://www.thestar.com.my/news/nation/2020/08/26/wwf-malaysia-calls-for-formation-of-specialised-police-wildlife-crime-unit,Stephanie Lee,26 Aug 2020,03:02 PM
"Online anonymity helps perpetrators of cyber crime, online harms, says MCMC commissioner","PETALING JAYA: Malaysia has not been spared the scourge of online harms and cyber crimes, with losses in the billions of ringgit, says Derek Fernandez.",https://www.thestar.com.my/news/nation/2023/11/08/online-anonymity-helps-perpetrators-of-cyber-crime-online-harms-says-mcmc-commissioner,N/A,8 Nov 2023,08:00 AM
Cops seize RM9mil worth of drugs in Klang Valley raids,KUALA LUMPUR: Police seized RM9mill in drugs during anti-drug raids in the Klang Valley.,https://www.thestar.com.my/news/nation/2024/07/11/cops-seize-rm9mil-worth-of-drugs-in-klang-valley-raids,Justin Zack,11 July 2024,04:53 PM
Mischief for hire: Six nabbed for working as ah long enforcers,"JOHOR BARU: The arrest of six men led police to uncover a loan shark syndicate offering ""job opportunities"" that involved splashing paint and hurling Molotov cocktails at people’s homes.",https://www.thestar.com.my/news/nation/2024/07/11/mischief-for-hire-six-nabbed-for-working-as-ah-long-enforcers,Yee Xiang Yun,11 July 2024,06:29 PM
"Al-Bukhary Foundation's tax exemption revoked during Muhyiddin's tenure, court told",KUALA LUMPUR: The High Court here was told that the tax exemption granted to Yayasan Al-Bukhary was revoked during Tan Sri Muhyiddin Yassin’s tenure as Prime Minister.,https://www.thestar.com.my/news/nation/2024/07/15/al-bukhary-foundation039s-tax-exemption-revoked-during-muhyiddin039s-tenure-court-told,N/A,15 July 2024,05:01 PM
Teen gets 120-hour community service for groping 12-year-old girl,KUALA LUMPUR: A fast food outlet worker was ordered to perform 120 hours of community service over six months by the Sessions Court here on Monday (July 15) for groping a girl who was his neighbour in an apartment lift last month.,https://www.thestar.com.my/news/nation/2024/07/15/teen-gets-120-hour-community-service-for-groping-12-year-old-girl,N/A,15 July 2024,06:42 PM
Terengganu MACC arrests couple for procurement abuse,"KUALA LUMPUR: The Malaysian Anti-Corruption Commission (MACC) in Terengganu has arrested a married couple suspected of abusing their positions within a state agency to secure procurement contracts valued at over RM200,000.",https://www.thestar.com.my/news/nation/2024/07/15/terengganu-macc-arrests-couple-for-procurement-abuse,N/A,15 July 2024,07:53 PM
NGO launches petition to make stalking a crime in Malaysia,Women's Aid Organisation launches an online petition to make stalking a crime in Malaysia.,https://www.thestar.com.my/lifestyle/family/2020/09/25/ngo-launches-petition-to-make-stalking-a-crime-in-malaysia,"Julie Teoh, Ming Teoh",25 Sept 2020,10:00 AM
'Long time no see': HK actor Tony Leung happy to be back in Malaysia,"The 61-year-old, along with director Felix Chong and producer Ronald Wong, are currently in town to promote their upcoming film 'The Goldfinger'.",https://www.thestar.com.my/lifestyle/entertainment/2023/12/22/039long-time-no-see039-hk-actor-tony-leung-happy-to-be-back-in-malaysia,Anndrea A. Webber,22 Dec 2023,09:00 PM
"Kenneth Ma, Charmaine Sheh win Malaysia's favourite TVB actor, actress awards, respectively","The two star in 'The Queen Of News', which was the big winner at the ceremony held in Macau.",https://www.thestar.com.my/lifestyle/entertainment/2024/01/15/kenneth-ma-charmaine-sheh-win-malaysia039s-favourite-tvb-actor-actress-awards-respectively,N/A,15 Jan 2024,09:00 PM
Federal Court upholds constitutionality of vernacular schools in Malaysia,"PETALING JAYA: The Federal Court has ruled that vernacular schools are constitutional in a majority two-one decision, dismissing the appeal of two non-governmental organisations (NGOs) which sought to declare that the use of Chinese and Tamil languages as the medium of instruction in vernacular schools goes against the Federal Constitution.",https://www.thestar.com.my/news/nation/2024/02/20/federal-court-upholds-constitutionality-of-vernacular-schools-in-malaysia,N/A,20 Feb 2024,05:24 PM
"INTERACTIVE: From KL to Kinabatangan, a look at Malaysia's crime per capita","A look at the data on index crime in Malaysia has its ‘water is wet’ moments, but also throws in its fair share of surprises.",https://www.thestar.com.my/news/nation/2020/06/13/interactive-from-kl-to-kinabatangan-a-look-at-malaysia039s-crime-per-capita,Adrian Chan,13 June 2020,07:00 AM
IGP: No compromise on cops in cahoots with vice rings,"KUALA LUMPUR: Bukit Aman will not hesitate to take action against personnel who are in cahoots with prostitution or illegal gambling syndicates, says Tan Sri Razarudin Husain.",https://www.thestar.com.my/news/nation/2024/07/15/igp-no-compromise-on-cops-in-cahoots-with-vice-rings,Farik Zolkepli Farik Thestar.Com.My,15 July 2024,07:00 AM
Police gearing up to combat AI-based crime,KUALA LUMPUR: Staying ahead of the game is vital to law enforcement efforts to curb the potential misuse of artificial intelligence (AI).,https://www.thestar.com.my/news/nation/2023/12/06/police-gearing-up-to-combat-ai-based-crime,N/A,6 Dec 2023,07:00 AM
Bukit Aman: RM14.3bil lost to commercial crimes between 2019-2023,"KUALA LUMPUR: A whopping RM14.3bil was lost to commercial crimes from 2019 to 2023, involving 156,029 cases nationwide, says Bukit Aman.",https://www.thestar.com.my/news/nation/2024/01/04/bukit-aman-rm143bil-lost-to-commercial-crimes-between-2019-2023,Austin Camoens,4 Jan 2024,06:09 PM
Spike in commercial crime sees RM92.1mil lost from Jan 1 to 15,"KUALA LUMPUR: A total of 1,918 commercial crime cases with losses totalling RM92.1mil were recorded between Jan 1 and 15, says Comm Datuk Seri Ramli Mohamed Yoosuf.",https://www.thestar.com.my/news/nation/2024/01/26/spike-in-commercial-crime-sees-rm921mil-lost-from-jan-1-to-15,Farik Zolkepli,26 Jan 2024,02:29 PM
Malaysia commends 121 countries that stood up for Gaza at UNGA emergency session,"KUALA LUMPUR: Malaysia commends the 121 countries that had the courage to stand up for humanity and supported the resolution on Gaza proposed by Jordan, co-sponsored by 46 countries including Malaysia, calling for an immediate, durable and sustained humanitarian truce between Israel and Hamas in Gaza.",https://www.thestar.com.my/news/nation/2023/11/01/malaysia-commends-121-countries-that-stood-up-for-gaza-at-unga-emergency-session,N/A,1 Nov 2023,11:43 AM
Wedding package scam: Cops to get more info from Companies Commission of Malaysia,"SEREMBAN: Police will obtain more information from the Companies Commission of Malaysia (SSM) on Tuesday (Dec 26) regarding the wedding planner accused of deceiving a family over a wedding reception package in Jempol, which has gone viral.",https://www.thestar.com.my/news/nation/2023/12/26/wedding-package-scam-cops-to-get-more-info-from-companies-commission-of-malaysia,N/A,26 Dec 2023,03:29 PM
"2,366 foreigners held for crimes, a 20% rise from 2022","KUALA LUMPUR: A total of 2,366 foreigners have been detained for various crimes so far this year, up from 1,957 in the same period last year.",https://www.thestar.com.my/news/nation/2023/12/29/2366-foreigners-held-for-crimes-a-20-rise-from-2022,N/A,29 Dec 2023,07:00 AM
Malaysia-HK drug ring toad-ally busted,"KUALA LUMPUR: A syndicate, which hid drugs in frog figurines and smuggles them to Hong Kong, was busted following raids at a condominium in the city centre and Hong Kong.",https://www.thestar.com.my/news/nation/2024/01/11/malaysia-hk-drug-ring-toad-ally-busted,Farik Zolkeplifarik Thestar.Com.My,11 Jan 2024,07:00 AM
Five influencers claim trial to promoting gambling premises,KUALA LUMPUR: Five social media influencers have been charged at two Magistrate's Courts here with promoting gambling premises on their social media platforms.,https://www.thestar.com.my/news/nation/2024/07/10/five-influencers-claim-trial-to-promoting-gambling-premises,N/A,10 July 2024,05:06 PM
"1,311 raids conducted in 2023 against online crime syndicates in KL","KUALA LUMPUR: A total of 1,311 raids have been conducted on online crime syndicates in the city between January and September this year, says Comm Datuk Allaudeen Abdul Majid.",https://www.thestar.com.my/news/nation/2023/10/24/1311-raids-conducted-in-2023-against-online-crime-syndicates-in-kl,Farik Zolkepli,24 Oct 2023,09:25 AM
